Side,Instrument,Price (BTC),Price (USD),Mark Price (BTC),IV (%),Size,Entry Value,Underlying Price,Expiration Date,Strike Price,Option Type,Entry Date,BlockTrade IDs,BlockTrade Count,Combo ID,ComboTrade IDs,Trade ID
SELL,BTC-2MAY25-94000-C,0.016,1361.66,0.01588398,55.26,0.2,272.33,85103.75,2-May-25,94000.0,Call,2025-04-14 02:30,,,,,361401547
BUY,BTC-2MAY25-95000-C,0.015,1270.36,0.01453148,57.13,0.1,127.04,84690.66,2-May-25,95000.0,Call,2025-04-13 07:10,,,,,361233594
BUY,BTC-2MAY25-95000-C,0.015,1269.93,0.01437972,57.22,0.1,126.99,84662.15,2-May-25,95000.0,Call,2025-04-13 07:22,,,,,361234123
SELL,BTC-2MAY25-95000-C,0.014,1182.91,0.01421422,56.31,0.1,118.29,84493.52,2-May-25,95000.0,Call,2025-04-13 07:46,,,,,361235990
BUY,BTC-2MAY25-95000-C,0.014,1184.14,0.01406675,56.0,0.1,118.41,84581.44,2-May-25,95000.0,Call,2025-04-13 08:53,,,,,361241451
SELL,BTC-2MAY25-95000-C,0.0144,1220.91,0.01451793,55.93,0.6,732.55,84785.67,2-May-25,95000.0,Call,2025-04-13 09:40,,,BTC-CS-2MAY25-90000_95000,361244682,361244684
SELL,BTC-2MAY25-95000-C,0.0135,1142.91,0.01417396,55.15,0.5,571.46,84659.65,2-May-25,95000.0,Call,2025-04-13 11:07,,,,,361249865
SELL,BTC-2MAY25-95000-C,0.0135,1140.94,0.01370408,55.7,0.1,114.09,84514.19,2-May-25,95000.0,Call,2025-04-13 12:03,,,,,361256489
BUY,BTC-2MAY25-95000-C,0.014,1181.56,0.01361953,56.89,0.2,236.31,84396.83,2-May-25,95000.0,Call,2025-04-13 12:51,,,,,361264149
BUY,BTC-2MAY25-95000-C,0.014,1181.98,0.01365012,56.78,0.1,118.2,84426.86,2-May-25,95000.0,Call,2025-04-13 12:54,,,,,361264369
SELL,BTC-2MAY25-95000-C,0.012,1002.53,0.01224906,56.66,0.1,100.25,83543.98,2-May-25,95000.0,Call,2025-04-13 13:57,,,,,361273273
BUY,BTC-2MAY25-95000-C,0.013,1088.3,0.01247393,57.75,0.1,108.83,83715.27,2-May-25,95000.0,Call,2025-04-13 14:15,,,,,361276399
BUY,BTC-2MAY25-95000-C,0.013,1095.71,0.01318562,56.06,0.1,109.57,84285.05,2-May-25,95000.0,Call,2025-04-13 16:25,,,,,361288365
SELL,BTC-2MAY25-95000-C,0.0135,1143.06,0.01394986,55.63,1.0,1143.06,84671.41,2-May-25,95000.0,Call,2025-04-13 17:31,,,,,361295545
SELL,BTC-2MAY25-95000-C,0.0135,1142.97,0.01392415,55.69,0.4,457.19,84664.3,2-May-25,95000.0,Call,2025-04-13 17:32,,,,,361295572
SELL,BTC-2MAY25-95000-C,0.0135,1142.97,0.01392415,55.69,0.1,114.3,84664.3,2-May-25,95000.0,Call,2025-04-13 17:32,,,,,361295573
BUY,BTC-2MAY25-95000-C,0.0145,1230.43,0.01443144,56.53,0.1,123.04,84856.97,2-May-25,95000.0,Call,2025-04-13 17:50,,,,,361297409
SELL,BTC-2MAY25-95000-C,0.013,1099.71,0.01299985,55.69,0.1,109.97,84593.26,2-May-25,95000.0,Call,2025-04-14 01:32,,,,,361392426
BUY,BTC-2MAY25-95000-C,0.0125,1057.62,0.01270401,54.99,1.0,1057.62,84609.44,2-May-25,95000.0,Call,2025-04-14 02:25,,,,,361397747
BUY,BTC-2MAY25-95000-C,0.014,1190.55,0.01359941,55.85,0.2,238.11,85039.64,2-May-25,95000.0,Call,2025-04-14 02:39,,,,,361405105
BUY,BTC-2MAY25-95000-C,0.0145,1237.41,0.01426578,55.5,0.2,247.48,85338.29,2-May-25,95000.0,Call,2025-04-14 02:46,,,,,361406650
SELL,BTC-2MAY25-95000-C,0.013,1101.57,0.01284749,55.36,0.2,220.31,84736.14,2-May-25,95000.0,Call,2025-04-14 03:13,,,,,361412998
BUY,BTC-2MAY25-95000-C,0.0125,1056.72,0.01226136,55.05,0.1,105.67,84537.88,2-May-25,95000.0,Call,2025-04-14 03:49,,,,,361417235
BUY,BTC-2MAY25-95000-C,0.0123,1041.08,0.01230293,54.59,20.0,20821.6,84640.58,2-May-25,95000.0,Call,2025-04-14 05:15,BLOCK-192853,4.0,BTC-ICOND-2MAY25-75000_84000_85000_95000,,361423200
SELL,BTC-2MAY25-95000-C,0.0125,1057.29,0.01230167,55.1,0.2,211.46,84583.37,2-May-25,95000.0,Call,2025-04-14 05:34,,,,,361424230
BUY,BTC-2MAY25-95000-C,0.012,1014.75,0.01195786,54.54,0.1,101.48,84562.26,2-May-25,95000.0,Call,2025-04-14 07:01,,,,,361429506
BUY,BTC-2MAY25-100000-C,0.0075,635.27,0.00749183,57.81,0.1,63.53,84702.34,2-May-25,100000.0,Call,2025-04-13 07:20,,,,,361234026
BUY,BTC-2MAY25-100000-C,0.0075,635.18,0.00749658,57.85,0.1,63.52,84691.33,2-May-25,100000.0,Call,2025-04-13 07:30,,,,,361234328
BUY,BTC-2MAY25-100000-C,0.0075,634.93,0.00742687,58.1,0.1,63.49,84657.45,2-May-25,100000.0,Call,2025-04-13 10:19,,,,,361247657
BUY,BTC-2MAY25-100000-C,0.007,591.29,0.00710798,57.65,0.1,59.13,84469.34,2-May-25,100000.0,Call,2025-04-13 12:42,,,,,361263725
BUY,BTC-2MAY25-100000-C,0.0066,556.21,0.00686243,57.38,7.0,3893.47,84273.81,2-May-25,100000.0,Call,2025-04-13 13:22,,,BTC-CS-2MAY25-91000_100000,361266151,361266152
SELL,BTC-2MAY25-100000-C,0.0065,546.6,0.0067327,57.69,0.1,54.66,84092.31,2-May-25,100000.0,Call,2025-04-13 13:28,,,,,361268730
BUY,BTC-2MAY25-100000-C,0.0065,545.3,0.00660187,58.36,0.1,54.53,83892.69,2-May-25,100000.0,Call,2025-04-13 14:33,,,,,361278742
SELL,BTC-2MAY25-100000-C,0.0065,547.07,0.00667043,57.81,0.1,54.71,84164.62,2-May-25,100000.0,Call,2025-04-13 16:48,,,,,361290484
BUY,BTC-2MAY25-100000-C,0.007,592.24,0.00719716,57.71,0.1,59.22,84605.81,2-May-25,100000.0,Call,2025-04-13 17:19,,,,,361292837
SELL,BTC-2MAY25-100000-C,0.007,593.81,0.00749954,57.05,0.1,59.38,84830.68,2-May-25,100000.0,Call,2025-04-13 17:24,,,,,361294904
BUY,BTC-2MAY25-100000-C,0.008,678.72,0.00750028,59.25,6.0,4072.32,84840.16,2-May-25,100000.0,Call,2025-04-13 17:51,,,,,361297477
BUY,BTC-2MAY25-100000-C,0.008,678.72,0.00750028,59.25,0.6,407.23,84840.16,2-May-25,100000.0,Call,2025-04-13 17:51,,,,,361297478
BUY,BTC-2MAY25-100000-C,0.008,678.72,0.00750028,59.25,41.2,27963.26,84840.16,2-May-25,100000.0,Call,2025-04-13 17:51,,,,,361297479
BUY,BTC-2MAY25-100000-C,0.008,678.72,0.00750028,59.25,5.3,3597.22,84840.16,2-May-25,100000.0,Call,2025-04-13 17:51,,,,,361297480
BUY,BTC-2MAY25-100000-C,0.008,678.72,0.00750028,59.25,1.9,1289.57,84840.16,2-May-25,100000.0,Call,2025-04-13 17:51,,,,,361297481
SELL,BTC-2MAY25-100000-C,0.007,592.62,0.00753123,57.58,0.3,177.79,84660.3,2-May-25,100000.0,Call,2025-04-13 18:35,,,,,361300987
BUY,BTC-2MAY25-100000-C,0.0075,636.12,0.00765613,58.26,0.1,63.61,84816.05,2-May-25,100000.0,Call,2025-04-13 18:38,,,,,361301294
BUY,BTC-2MAY25-100000-C,0.007,590.83,0.00724598,58.42,0.1,59.08,84403.73,2-May-25,100000.0,Call,2025-04-13 19:24,,,,,361304300
BUY,BTC-2MAY25-100000-C,0.007,589.48,0.00710086,59.03,0.1,58.95,84211.37,2-May-25,100000.0,Call,2025-04-13 20:23,,,,,361319468
SELL,BTC-2MAY25-100000-C,0.006,498.33,0.005887,60.03,0.2,99.67,83054.21,2-May-25,100000.0,Call,2025-04-13 21:06,,,,,361330134
SELL,BTC-2MAY25-100000-C,0.006,498.33,0.0058843,60.03,0.2,99.67,83054.21,2-May-25,100000.0,Call,2025-04-13 21:06,,,,,361330152
SELL,BTC-2MAY25-100000-C,0.006,498.28,0.00587598,60.07,0.1,49.83,83046.37,2-May-25,100000.0,Call,2025-04-13 21:06,,,,,361330167
SELL,BTC-2MAY25-100000-C,0.006,498.28,0.00587485,60.07,0.1,49.83,83045.97,2-May-25,100000.0,Call,2025-04-13 21:06,,,,,361330174
SELL,BTC-2MAY25-100000-C,0.006,498.26,0.00587347,60.08,0.2,99.65,83044.16,2-May-25,100000.0,Call,2025-04-13 21:06,,,,,361330203
SELL,BTC-2MAY25-100000-C,0.006,498.6,0.00595947,59.92,0.1,49.86,83100.45,2-May-25,100000.0,Call,2025-04-13 21:09,,,,,361330816
SELL,BTC-2MAY25-100000-C,0.006,506.2,0.00640395,56.64,0.1,50.62,84367.24,2-May-25,100000.0,Call,2025-04-14 01:16,,,,,361390994
SELL,BTC-2MAY25-100000-C,0.006,506.2,0.00640311,56.64,0.1,50.62,84366.91,2-May-25,100000.0,Call,2025-04-14 01:16,,,,,361390995
BUY,BTC-2MAY25-100000-C,0.0063,531.32,0.00634094,57.49,10.0,5313.2,84336.55,2-May-25,100000.0,Call,2025-04-14 01:20,BLOCK-192840,8.0,,,361391274
BUY,BTC-2MAY25-100000-C,0.0065,549.22,0.00652266,57.49,10.0,5492.2,84495.54,2-May-25,100000.0,Call,2025-04-14 01:25,BLOCK-192841,8.0,,,361391773
SELL,BTC-2MAY25-100000-C,0.006,509.87,0.00659292,55.0,1.0,509.87,84977.89,2-May-25,100000.0,Call,2025-04-14 03:06,,,,,361411369
SELL,BTC-2MAY25-100000-C,0.006,508.57,0.00642655,55.62,0.2,101.71,84761.28,2-May-25,100000.0,Call,2025-04-14 03:19,,,,,361413781
SELL,BTC-2MAY25-100000-C,0.006,508.63,0.00645312,55.58,0.2,101.73,84772.14,2-May-25,100000.0,Call,2025-04-14 03:21,,,,,361414043
SELL,BTC-2MAY25-100000-C,0.006,508.04,0.00635896,55.86,0.1,50.8,84673.49,2-May-25,100000.0,Call,2025-04-14 03:25,,,,,361414489
SELL,BTC-2MAY25-100000-C,0.006,508.07,0.00637945,55.83,0.2,101.61,84678.4,2-May-25,100000.0,Call,2025-04-14 03:27,,,,,361415139
BUY,BTC-2MAY25-105000-C,0.0037,311.15,0.0034528,60.78,0.1,31.12,84093.95,2-May-25,105000.0,Call,2025-04-13 13:30,,,,,361269136
BUY,BTC-2MAY25-105000-C,0.003,252.79,0.00311093,58.87,15.0,3791.85,84262.91,2-May-25,105000.0,Call,2025-04-14 02:11,,,,,361395982
BUY,BTC-2MAY25-105000-C,0.003,252.79,0.00311093,58.87,0.1,25.28,84262.91,2-May-25,105000.0,Call,2025-04-14 02:11,,,,,361395983
SELL,BTC-2MAY25-105000-C,0.0029,244.26,0.00305212,58.58,28.9,7059.11,84226.58,2-May-25,105000.0,Call,2025-04-14 02:13,,,,,361396043
SELL,BTC-2MAY25-105000-C,0.0029,244.26,0.00305212,58.58,0.3,73.28,84226.58,2-May-25,105000.0,Call,2025-04-14 02:13,,,,,361396044
BUY,BTC-2MAY25-105000-C,0.0029,244.26,0.00305212,58.58,0.8,195.41,84226.58,2-May-25,105000.0,Call,2025-04-14 02:13,,,,,361396045
BUY,BTC-2MAY25-105000-C,0.003,253.89,0.00311092,57.94,4.9,1244.06,84628.34,2-May-25,105000.0,Call,2025-04-14 02:25,,,,,361398306
SELL,BTC-2MAY25-105000-C,0.003,254.03,0.00314294,57.87,2.0,508.06,84675.64,2-May-25,105000.0,Call,2025-04-14 03:17,,,,,361413648
BUY,BTC-2MAY25-105000-C,0.0034,288.19,0.00320835,59.15,0.2,57.64,84761.49,2-May-25,105000.0,Call,2025-04-14 03:19,,,,,361413783
BUY,BTC-2MAY25-105000-C,0.0034,288.23,0.00320921,59.15,0.2,57.65,84774.97,2-May-25,105000.0,Call,2025-04-14 03:21,,,,,361414091
BUY,BTC-2MAY25-105000-C,0.0034,287.99,0.00317182,59.28,0.1,28.8,84703.99,2-May-25,105000.0,Call,2025-04-14 03:24,,,,,361414448
BUY,BTC-2MAY25-105000-C,0.0034,288.04,0.00319198,59.26,0.2,57.61,84716.83,2-May-25,105000.0,Call,2025-04-14 03:27,,,,,361415180
SELL,BTC-2MAY25-110000-C,0.002,169.34,0.00202465,61.41,0.2,33.87,84670.23,2-May-25,110000.0,Call,2025-04-13 10:57,,,,,361249467
BUY,BTC-2MAY25-110000-C,0.0017,142.43,0.00179181,62.07,0.3,42.73,83782.29,2-May-25,110000.0,Call,2025-04-13 15:08,,,,,361282346
BUY,BTC-2MAY25-110000-C,0.0017,142.36,0.00178165,62.2,0.2,28.47,83743.65,2-May-25,110000.0,Call,2025-04-13 15:33,,,,,361284369
BUY,BTC-2MAY25-110000-C,0.0021,178.21,0.00212961,62.06,0.1,17.82,84861.0,2-May-25,110000.0,Call,2025-04-13 18:09,,,,,361299350
BUY,BTC-2MAY25-110000-C,0.0021,178.22,0.00213172,62.04,0.1,17.82,84866.2,2-May-25,110000.0,Call,2025-04-13 18:09,,,,,361299372
SELL,BTC-2MAY25-110000-C,0.0018,151.05,0.00185296,62.59,0.2,30.21,83915.99,2-May-25,110000.0,Call,2025-04-13 19:39,,,,,361306641
BUY,BTC-2MAY25-110000-C,0.0021,176.85,0.00204186,63.69,0.1,17.68,84216.01,2-May-25,110000.0,Call,2025-04-13 20:27,,,,,361319662
BUY,BTC-2MAY25-110000-C,0.0017,143.53,0.00178012,61.38,0.2,28.71,84429.11,2-May-25,110000.0,Call,2025-04-14 01:25,,,,,361391683
BUY,BTC-2MAY25-110000-C,0.0017,143.53,0.00177748,61.38,0.1,14.35,84426.6,2-May-25,110000.0,Call,2025-04-14 01:25,,,,,361391685
BUY,BTC-2MAY25-110000-C,0.0017,143.47,0.00174851,61.52,0.1,14.35,84396.86,2-May-25,110000.0,Call,2025-04-14 01:40,,,,,361392960
BUY,BTC-2MAY25-110000-C,0.0016,135.19,0.00166948,60.95,0.1,13.52,84493.48,2-May-25,110000.0,Call,2025-04-14 06:17,,,,,361427484
BUY,BTC-2MAY25-110000-C,0.0016,135.19,0.00166948,60.95,0.1,13.52,84493.48,2-May-25,110000.0,Call,2025-04-14 06:17,,,,,361427485
BUY,BTC-2MAY25-110000-C,0.0016,135.2,0.00166917,60.95,0.1,13.52,84497.56,2-May-25,110000.0,Call,2025-04-14 06:17,,,,,361427486
SELL,BTC-2MAY25-115000-C,0.0011,92.75,0.00113081,64.3,1.1,102.02,84320.62,2-May-25,115000.0,Call,2025-04-13 11:21,,,,,361251144
SELL,BTC-2MAY25-115000-C,0.0011,92.75,0.001132,64.3,1.1,102.02,84321.46,2-May-25,115000.0,Call,2025-04-13 11:21,,,,,361251146
SELL,BTC-2MAY25-115000-C,0.0011,92.76,0.00113348,64.29,1.1,102.04,84323.34,2-May-25,115000.0,Call,2025-04-13 11:21,,,,,361251151
BUY,BTC-2MAY25-115000-C,0.0012,101.81,0.00123449,64.59,0.2,20.36,84841.08,2-May-25,115000.0,Call,2025-04-13 17:51,,,,,361297486
BUY,BTC-2MAY25-120000-C,0.0007,58.99,0.00076892,67.18,0.1,5.9,84275.04,2-May-25,120000.0,Call,2025-04-13 08:14,,,,,361238527
BUY,BTC-2MAY25-120000-C,0.0008,67.38,0.00073691,68.75,0.5,33.69,84229.49,2-May-25,120000.0,Call,2025-04-13 11:53,,,,,361254356
BUY,BTC-2MAY25-120000-C,0.0008,67.5,0.0007603,68.43,0.4,27.0,84378.79,2-May-25,120000.0,Call,2025-04-13 11:55,,,,,361254654
BUY,BTC-2MAY25-120000-C,0.0008,67.55,0.0007642,68.32,0.5,33.78,84442.1,2-May-25,120000.0,Call,2025-04-13 11:56,,,,,361254811
SELL,BTC-2MAY25-120000-C,0.0007,59.14,0.00074908,68.51,0.1,5.91,84491.16,2-May-25,120000.0,Call,2025-04-14 05:53,,,,,361425840
SELL,BTC-30MAY25-30000-P,0.0005,42.25,0.00054771,116.61,0.6,25.35,84495.25,30-May-25,30000.0,Put,2025-04-13 08:31,,,,,361239972
SELL,BTC-30MAY25-30000-P,0.0005,42.25,0.00054764,116.61,0.6,25.35,84494.53,30-May-25,30000.0,Put,2025-04-13 08:31,,,,,361239974
SELL,BTC-30MAY25-30000-P,0.0005,42.25,0.00054748,116.61,0.6,25.35,84499.09,30-May-25,30000.0,Put,2025-04-13 08:32,,,,,361239975
SELL,BTC-30MAY25-30000-P,0.0005,42.25,0.00054737,116.61,0.6,25.35,84499.11,30-May-25,30000.0,Put,2025-04-13 08:32,,,,,361239976
SELL,BTC-30MAY25-30000-P,0.0005,42.25,0.00054737,116.61,0.6,25.35,84498.36,30-May-25,30000.0,Put,2025-04-13 08:32,,,,,361239978
SELL,BTC-30MAY25-30000-P,0.0005,42.25,0.00054735,116.61,0.6,25.35,84498.81,30-May-25,30000.0,Put,2025-04-13 08:32,,,,,361240031
SELL,BTC-30MAY25-30000-P,0.0005,42.27,0.00054643,116.66,0.6,25.36,84531.9,30-May-25,30000.0,Put,2025-04-13 08:32,,,,,361240046
SELL,BTC-30MAY25-30000-P,0.0005,42.27,0.00054549,116.66,0.6,25.36,84535.94,30-May-25,30000.0,Put,2025-04-13 08:32,,,,,361240048
SELL,BTC-30MAY25-30000-P,0.0005,41.97,0.00055027,116.19,3.4,142.7,83936.62,30-May-25,30000.0,Put,2025-04-13 14:48,,,,,361280416
SELL,BTC-30MAY25-30000-P,0.0004,33.65,0.00034072,113.8,0.2,6.73,84113.87,30-May-25,30000.0,Put,2025-04-13 20:09,,,,,361318053
BUY,BTC-30MAY25-40000-P,0.0011,93.12,0.00097729,95.57,1.0,93.12,84656.15,30-May-25,40000.0,Put,2025-04-13 10:55,,,,,361249451
SELL,BTC-30MAY25-40000-P,0.0011,93.19,0.00110187,95.67,9.1,848.03,84720.86,30-May-25,40000.0,Put,2025-04-13 11:02,,,,,361249625
SELL,BTC-30MAY25-40000-P,0.0006,50.82,0.00078432,88.96,6.0,304.92,84699.71,30-May-25,40000.0,Put,2025-04-14 03:24,,,,,361414445
SELL,BTC-30MAY25-50000-P,0.0023,194.72,0.00235061,77.93,0.4,77.89,84662.24,30-May-25,50000.0,Put,2025-04-13 07:31,,,,,361234373
SELL,BTC-30MAY25-50000-P,0.0023,194.72,0.00235076,77.92,0.3,58.42,84661.72,30-May-25,50000.0,Put,2025-04-13 07:31,,,,,361234374
SELL,BTC-30MAY25-50000-P,0.0023,194.72,0.00235108,77.92,0.3,58.42,84661.91,30-May-25,50000.0,Put,2025-04-13 07:31,,,,,361234375
SELL,BTC-30MAY25-50000-P,0.0023,194.72,0.00235073,77.92,0.2,38.94,84662.74,30-May-25,50000.0,Put,2025-04-13 07:31,,,,,361234377
SELL,BTC-30MAY25-50000-P,0.0023,194.72,0.00235082,77.92,0.2,38.94,84662.38,30-May-25,50000.0,Put,2025-04-13 07:31,,,,,361234381
SELL,BTC-30MAY25-50000-P,0.0023,194.72,0.00235084,77.92,0.2,38.94,84661.9,30-May-25,50000.0,Put,2025-04-13 07:31,,,,,361234384
SELL,BTC-30MAY25-50000-P,0.0023,194.37,0.00234988,77.71,0.1,19.44,84508.3,30-May-25,50000.0,Put,2025-04-13 07:49,,,,,361236304
SELL,BTC-30MAY25-50000-P,0.0023,194.36,0.0023498,77.71,0.2,38.87,84505.63,30-May-25,50000.0,Put,2025-04-13 07:49,,,,,361236324
BUY,BTC-30MAY25-50000-P,0.0025,211.66,0.0023191,79.19,5.0,1058.3,84662.23,30-May-25,50000.0,Put,2025-04-13 10:55,,,,,361249444
BUY,BTC-30MAY25-50000-P,0.0025,211.63,0.00232169,79.18,1.4,296.28,84653.83,30-May-25,50000.0,Put,2025-04-13 10:56,,,,,361249454
SELL,BTC-30MAY25-50000-P,0.0022,185.85,0.00231695,77.26,1.3,241.6,84477.62,30-May-25,50000.0,Put,2025-04-13 11:31,,,,,361251653
SELL,BTC-30MAY25-50000-P,0.0022,185.85,0.00231695,77.26,0.1,18.58,84477.62,30-May-25,50000.0,Put,2025-04-13 11:31,,,,,361251654
SELL,BTC-30MAY25-50000-P,0.0022,185.84,0.00231811,77.25,1.3,241.59,84473.56,30-May-25,50000.0,Put,2025-04-13 11:31,,,,,361251659
SELL,BTC-30MAY25-50000-P,0.0022,185.82,0.00232015,77.24,1.3,241.57,84464.25,30-May-25,50000.0,Put,2025-04-13 11:31,,,,,361251663
SELL,BTC-30MAY25-50000-P,0.0022,185.82,0.00232015,77.24,0.1,18.58,84464.25,30-May-25,50000.0,Put,2025-04-13 11:31,,,,,361251664
SELL,BTC-30MAY25-50000-P,0.0022,185.8,0.00232153,77.22,0.1,18.58,84452.68,30-May-25,50000.0,Put,2025-04-13 11:31,,,,,361251674
SELL,BTC-30MAY25-50000-P,0.0022,185.8,0.00232521,77.22,0.1,18.58,84452.7,30-May-25,50000.0,Put,2025-04-13 11:31,,,,,361251675
SELL,BTC-30MAY25-50000-P,0.0022,185.79,0.00232481,77.21,0.1,18.58,84450.66,30-May-25,50000.0,Put,2025-04-13 11:31,,,,,361251676
SELL,BTC-30MAY25-50000-P,0.0022,185.79,0.00232498,77.21,0.1,18.58,84448.48,30-May-25,50000.0,Put,2025-04-13 11:31,,,,,361251708
BUY,BTC-30MAY25-50000-P,0.0019,160.44,0.0019038,75.54,0.1,16.04,84441.12,30-May-25,50000.0,Put,2025-04-13 19:28,,,,,361304479
BUY,BTC-30MAY25-50000-P,0.002,167.02,0.0020174,74.8,0.1,16.7,83512.31,30-May-25,50000.0,Put,2025-04-13 19:40,,,,,361308512
BUY,BTC-30MAY25-50000-P,0.0021,175.29,0.00197143,75.38,0.1,17.53,83473.34,30-May-25,50000.0,Put,2025-04-13 19:45,,,,,361313178
BUY,BTC-30MAY25-50000-P,0.002,166.86,0.00204455,74.74,0.1,16.69,83430.6,30-May-25,50000.0,Put,2025-04-13 20:47,,,,,361325301
BUY,BTC-30MAY25-50000-P,0.002,166.95,0.00204839,74.78,0.1,16.7,83473.76,30-May-25,50000.0,Put,2025-04-13 20:52,,,,,361326842
SELL,BTC-30MAY25-50000-P,0.0022,183.0,0.00215435,75.54,14.0,2562.0,83182.84,30-May-25,50000.0,Put,2025-04-13 21:03,,,,,361328844
BUY,BTC-30MAY25-50000-P,0.0021,177.23,0.00206814,76.87,0.1,17.72,84394.02,30-May-25,50000.0,Put,2025-04-14 02:22,,,,,361396691
BUY,BTC-30MAY25-50000-P,0.0019,160.69,0.00180752,76.08,0.1,16.07,84576.24,30-May-25,50000.0,Put,2025-04-14 06:57,,,,,361429375
BUY,BTC-30MAY25-60000-P,0.006,507.06,0.00587595,65.7,0.1,50.71,84510.15,30-May-25,60000.0,Put,2025-04-13 07:49,,,,,361236297
BUY,BTC-30MAY25-60000-P,0.006,507.06,0.00587595,65.7,1.0,507.06,84510.15,30-May-25,60000.0,Put,2025-04-13 07:49,,,,,361236298
SELL,BTC-30MAY25-60000-P,0.006,507.06,0.00587595,65.7,2.2,1115.53,84510.15,30-May-25,60000.0,Put,2025-04-13 07:49,,,,,361236299
SELL,BTC-30MAY25-60000-P,0.006,507.05,0.00587604,65.7,9.2,4664.86,84508.91,30-May-25,60000.0,Put,2025-04-13 07:49,,,,,361236300
BUY,BTC-30MAY25-60000-P,0.006,506.68,0.00592146,65.58,0.1,50.67,84447.49,30-May-25,60000.0,Put,2025-04-13 07:54,,,,,361236812
SELL,BTC-30MAY25-60000-P,0.006,501.82,0.00597774,64.36,0.5,250.91,83636.93,30-May-25,60000.0,Put,2025-04-13 13:52,,,,,361272610
SELL,BTC-30MAY25-60000-P,0.0055,464.85,0.00540923,64.66,0.1,46.49,84518.68,30-May-25,60000.0,Put,2025-04-13 17:14,,,,,361292138
BUY,BTC-30MAY25-60000-P,0.0055,466.47,0.0052175,65.22,0.1,46.65,84812.49,30-May-25,60000.0,Put,2025-04-13 18:10,,,,,361299540
SELL,BTC-30MAY25-60000-P,0.005,424.6,0.00510652,64.09,1.0,424.6,84920.5,30-May-25,60000.0,Put,2025-04-13 18:39,,,,,361301439
SELL,BTC-30MAY25-60000-P,0.006,502.29,0.00593105,64.63,0.1,50.23,83714.87,30-May-25,60000.0,Put,2025-04-13 22:03,,,,,361342724
BUY,BTC-30MAY25-60000-P,0.0055,464.33,0.00551095,64.64,0.1,46.43,84424.51,30-May-25,60000.0,Put,2025-04-14 00:19,,,,,361366449
BUY,BTC-30MAY25-60000-P,0.0055,468.9,0.00519519,66.16,0.2,93.78,85254.15,30-May-25,60000.0,Put,2025-04-14 02:44,,,,,361406153
BUY,BTC-30MAY25-60000-P,0.0055,465.83,0.00527384,65.19,0.2,93.17,84696.83,30-May-25,60000.0,Put,2025-04-14 03:29,,,,,361415724
BUY,BTC-30MAY25-60000-P,0.005,423.61,0.00510923,63.95,0.1,42.36,84721.86,30-May-25,60000.0,Put,2025-04-14 04:22,,,,,361419405
BUY,BTC-30MAY25-60000-P,0.0055,465.61,0.00523458,65.2,0.1,46.56,84656.83,30-May-25,60000.0,Put,2025-04-14 05:16,,,,,361423249
BUY,BTC-30MAY25-64000-P,0.0095,804.7,0.0089745,63.08,0.1,80.47,84704.85,30-May-25,64000.0,Put,2025-04-13 07:13,,,,,361233689
BUY,BTC-30MAY25-64000-P,0.0091,769.08,0.00900388,62.02,12.5,9613.5,84513.95,30-May-25,64000.0,Put,2025-04-13 07:50,BLOCK-192769,2.0,BTC-PS-30MAY25-68000_64000,,361236486
SELL,BTC-30MAY25-64000-P,0.0085,718.76,0.00835535,61.2,0.1,71.88,84559.8,30-May-25,64000.0,Put,2025-04-13 17:16,,,,,361292466
BUY,BTC-30MAY25-64000-P,0.009,760.41,0.00871517,62.11,0.1,76.04,84490.36,30-May-25,64000.0,Put,2025-04-14 01:38,,,,,361392849
BUY,BTC-30MAY25-64000-P,0.009,759.75,0.00879005,61.97,0.1,75.98,84417.13,30-May-25,64000.0,Put,2025-04-14 01:39,,,,,361392925
BUY,BTC-30MAY25-64000-P,0.009,759.11,0.00883249,61.83,0.1,75.91,84345.44,30-May-25,64000.0,Put,2025-04-14 01:42,,,,,361393074
BUY,BTC-30MAY25-64000-P,0.009,759.03,0.00881229,61.81,0.1,75.9,84336.9,30-May-25,64000.0,Put,2025-04-14 01:50,,,,,361393485
BUY,BTC-30MAY25-64000-P,0.009,758.36,0.00887153,61.66,0.1,75.84,84262.73,30-May-25,64000.0,Put,2025-04-14 02:09,,,,,361395854
BUY,BTC-30MAY25-64000-P,0.008,681.8,0.0079454,61.65,0.1,68.18,85224.46,30-May-25,64000.0,Put,2025-04-14 02:55,,,,,361409029
BUY,BTC-30MAY25-64000-P,0.0085,722.54,0.00800548,62.22,0.1,72.25,85004.51,30-May-25,64000.0,Put,2025-04-14 03:07,,,,,361411637
BUY,BTC-30MAY25-64000-P,0.0085,722.18,0.0080632,62.13,0.1,72.22,84962.62,30-May-25,64000.0,Put,2025-04-14 03:08,,,,,361411752
BUY,BTC-30MAY25-64000-P,0.0085,721.9,0.0081008,62.05,0.1,72.19,84929.37,30-May-25,64000.0,Put,2025-04-14 03:09,,,,,361411929
BUY,BTC-30MAY25-64000-P,0.0085,721.9,0.00807698,62.06,0.2,144.38,84928.98,30-May-25,64000.0,Put,2025-04-14 03:10,,,,,361412060
BUY,BTC-30MAY25-64000-P,0.0085,719.67,0.00821314,61.6,0.1,71.97,84667.36,30-May-25,64000.0,Put,2025-04-14 03:47,,,,,361416978
